restaurants_name,restaurants_phone,restaurants_user_name,restaurants_user_review
La Vita E Bella,(206) 441-5322,Stephanie L.,"I had the cannelloni. You read that correctly- that is not cannoli! Think enchiladas but Italian! The big noodles were smothered in bolognese and cheese. Every bite was heaven. The portion is great if you're really hungry. Otherwise lucky you, leftovers for lunch! This is one of the most amazing Italian dishes I've ever had. The atmosphere here is lively as well. I can't wait to go back. I'll try to get something different but something tells me I'll be getting the cannelloni again :)."
La Vita E Bella,(206) 441-5322,Kayla K.,Hi I am so sorry for your experience and very contrary to how we want things to be run for sure. We would love to welcome you back of course on us if you be willing to give us another try. In the meantime if you could describe your server to me that would be most helpful because I certainly will be following up. Thank you for posting a review so that this could be brought to our attention.
La Vita E Bella,(206) 441-5322,Joan S.,"I went on an excursion today with my dog and walk down second Avenue just to see what was down there and I went to this restaurant the food was amazing they allowed me to bring my dog in and sit at a table I had the biggest Caesar salad I've ever had in my whole life and the lasagna was enough for two people extremely fresh and they gave me garlic bread and a whole meal was $24. Really?
The atmosphere was very upbeat pleasant nice to look at maybe it was because of the weather outside but I would definitely take my friends there. if you go order the lasagna and they might even give you some garlic bread and bring your dog but you'll probably have to sit outside I was allowed to sit inside .this place ranks 5 stars restaurant,
You might also meet Giuseppe Forte the owner"
La Vita E Bella,(206) 441-5322,Maddie E.,"We discovered this place on Postmates and keep coming back for more. If you're looking for pasta, the carbonara is a MUST get. It's incredible. Their bread and salads are mediocre but I strictly come here for carbonara."
La Vita E Bella,(206) 441-5322,Douglas W.,"Amazing service. They weren't super busy but seemed to be under staffed. Our waiter was juggling multiple tables but knew how to handle it. When he felt he wasn't visiting us fast or often enough he'd do a drive by and update us on where we stood. That small gesture makes the difference. My wife and I just took the time to have a great conversation about our vacation in Seattle.
Once the food arrive it was nothing short of AMAZING!"
La Vita E Bella,(206) 441-5322,Crystal F.,"Hi, is that what Grubhub told you? Because that is not the case. If you are not satisfied with the dish we are more than happy to refund you. I’ve been making that carbonara recipe for the last 20 years, my only thought is perhaps for delivery may not be the best option, but if you’re not satisfied I’m more than happy to try to make you satisfied. We do not have the power to issue refunds only Grubhub does, so I’m not sure why they wouldn’t just refund you. Let me know if you were able to get it sorted out with them and if not I can try to reach out to them I just need to know some more information from you in order to try to find the order. Again sorry you were not happy"
La Vita E Bella,(206) 441-5322,JC J.,"Service was great
Food was very tasty
Ambiance: terrible, my eyes are really bad, and the place is just too damn dark, I cant read the menu. Had to open my cell phone flashlight to read the menu. The pizza was good, but the sausage could have been more.. it was just sprinkled with a few shredded sausages... was just in the center of the pie.
Overall was good. I'd come again, but next time I will try to request to sit outside patio. 3 stars for now, I'll change my rating next time I come back."
La Vita E Bella,(206) 441-5322,Edward S.,"La Vita E Bella is a nice Italian restaurant in the heart of Belltown. It has a really old school feel to it. In English, the name translates to Life and Beautiful, which is a good name.
The reviews were kind of mixed, but I guess I came on a good night. The wine list was good--I ordered some nice red. For the appetizer I had the Caprese salad--it was really good with nice, fresh tomatoes.
For the main course I had a cheese pizza. I thought it was really good. The crust was nice and thin and I loved the tomato sauce.
I will definitely be back"
Intermezzo Carmine,(206) 596-8940,Jordan M.,"Exactly the experience I expected from a nice evening out at a nice-looking place such as this.
We were greeted warmly and told to sit wherever we want and we got a nice little table in the corner by the fire outside. The menu was fairly small, especially for food, which I actually love! The options were quite wonderful and I could've ordered nearly anything on the menu.
We opted to start with ""The Dark Heart"" for the cocktail and a glass of wine. Both were excellent. Our appetizer was three little fried risotto and cheese balls that were delicious!
For a main course we got the pasta with Wild Boar Ragu and goat cheese along with the Pesto Risotto topped with New York Steak. $14 and $18 respectively. Great value at such a place like this.
For dessert I got a tiramisu which was exactly what you would expect from a high-end tiramisu so it was nothing impressive or unique but it was very good. I could say the same for the crème brûlée. It was your standard crème brûlée but it had a really really nice taste. Everything here was done very well and the evening was wonderful. The two servers that continually took care of us were wonderful as well.
Not only was it a wonderful experience but it was a pretty good value I think. The bill was less than $100. I'll be back!!"
Intermezzo Carmine,(206) 596-8940,Tazeen L.,"Attractive spot in pioneer square with a cozy yet stylish space, good food and reasonable prices... came in Saturday night and while pretty full, was able to grab a table without a wait. Host was very accommodating and service pretty prompt.
Started with the antipasti plate that was veggie heavy, easily shareable, pretty standard fare. Also had the fried stuffed olives that were salty, crunchy, rich... Good but I was done after a couple.
I was craving red meat and carbs (definitely one of those nights) so had the pesto risotto with New York strip steak. Risotto was pretty good- creamy yet still toothsome, nice pesto flavor, garlic chips sprinkled on for nice bursts of crunch and saltiness. The steak missed the spot, portion size was fine especially given the price, but it was served well done. Waiter didn't ask and I didn't think to mention my preference when i ordered, and I didn't send back because I had already started eating the risotto by the time I noticed the meat- so shared culpability but I didn't think anyone served well done steak on purpose anymore :0
Had the tiramisu and that was lovely- creamy yet still light, all the flavors and textures you want in a tiramisu...
Would definitely come back if I was in the neighborhood or maybe for lunch..."
Intermezzo Carmine,(206) 596-8940,Bernie L.,"This place is, in reality, a 4.5. I can't give them a five because they're not unbelievable, but they're still really really good!
We went there before heading to an event and while the food portions are small the price is reasonable enough you can order a few things. I had the Arancini, which they often run out of. They were fantastic. Though I love a good riceball.
Moving on to the next course I had the Fettucine carbonara. Delicious. Small, but great. Same with the cherry duck confit with polenta. Fruity, delicious, wonderfully cooked.
The tiramisu was also great, though other people I was dining with thought it was too strong.
Service is great, though we were there on a slow night. Still, I get the feeling service is always good.
A hidden gem not too far from the stadiums. I will definitely be back."
Intermezzo Carmine,(206) 596-8940,Cara L.,"My man and I were looking for a great place without a huge crowd to enjoy some Friday evening cocktails and eats. He mentioned he ran past this beautiful restaurant that reminded him of when he lived in LA and suggested we try it. I wasn't about to argue.
Holy crap--this place is gorgeous. And the outdoor seating, while tiny, is quite cozy. I really appreciated the smallish crowd and the quiet block in Pioneer Square. Because, if I'm being honest, I didn't know what to expect when I heard it had a patio on 1st in Pioneer Square. And, just FYI, this is a randomly quiet block on 1st.
If you're hungry and still want to sit on the patio, don't let the small spaces scare you. Somehow the staff here found space for our waters, cocktails, charcuterie board, steak tartar and my pasta. I'm still not sure how they figured it out.
My cocktail was delicious (Dark Heart) and perfectly balanced. The food was exactly what I was looking for that evening: decedent, freshly prepared with care, smaller portions. Starting with the charcuterie, I was impressed. The meats were plentiful, the olives were my favorite kind, and the cheeses, while super small in portion size, were great choices. I hate it when you order a cheese board and like 2 out of the three are blue cheeses. Bleh. These were varied, hard and salty to a softer, milder cheese--no blues. The steak tartar came out beautifully, and although I didn't try it, the presentation was delicious enough for me. And then my bucatini was perfect. The sausage was spicy and plentiful, the sauce was bright and fresh, and the mild, creamy goat cheese was a welcomed addition to the dish.
The service was thoughtful without being overbearing. No complaints on wait times or anything like that--they were very accommodating.
The prices here can get pretty lofty, but don't let the ""small plate"" thing fool you. These are still great portion sizes. This will definitely be one of our regular date night spots!"
Intermezzo Carmine,(206) 596-8940,Megan R.,"Wow, I loved this place! We came in after a Yelp event and it was perfect because they weren't too busy. I have been trying to eat here for like a year! But they are either always packed or we come on Sunday and they are closed on Sunday.
So this was our lucky day! We sat up at the bar and our bartender was wonderful the whole night.
We started with the anti pasta. It was delish. Full of yummy veggies, some meat, cheese and bread. For entrees we ordered shrimp risotto and carbonara. Both entrees were excellent! The shrimp were wrapped beautifully in prosciutto. The carbonara was just as lovely and my fav out of the two dishes but not by much b/c they were both so good!
The ambience in here is beautiful and sexy. It's a great place for a date night or for a more intimate night out with friends.
I love it here b/c it's really reasonably priced, unpretentious service, cool sexy vibes and delicious food. We had such a great night and I can't wait to come back!"
Intermezzo Carmine,(206) 596-8940,Paulina H.,"Randomly found this place and saw the lovely design and decorations, it's so beautiful and arrogant. I went around 2:30pm, so it's not busy. I ordered Carbonara, it tasted bland and a little too much black pepper, egg over cooked so I can't make the yolk leaked. However, I do the taste of this dish, so I would still recommend this. The chop salad with steak is also a good choice, steak is medium rare and cooked perfectly. Everything taste perfectly together, especially with avocado! Highly recommend the salad. I will definitely go back and try other things.
Food: 8/10
Service: 9/10 (since it's not busy hours, the servers were mostly talking and didn't really come check on us)
Environment: 10/10"
Intermezzo Carmine,(206) 596-8940,Sebastian T.,"Upon wanting to explore all the cocktail bars in the Seattle area, Intermezzo Carmine not only offered cocktails but also Italian food. I went with a friend and decided to give it a shot! The space was a bit small, but it had a relaxed upscale vibe. This would be a great spot for ordering just cocktails without food as well. I'd love to come back in the summer as they have a nice outdoor seating area too.
The drinks and the food were at a typical upscale price & portion. I tried a cocktail, the glazed duck confit & the spaghetti Nero.
The cocktails were great, and exactly as i would expect at this price point. No qualms here!
The glazed duck confit as average at best, the cherry glaze didnt seem to compliment the flavor of the duck very well, and parts of the duck was overcooked and dry.
The spaghetti Nero was fantastic, it was an interesting touch to add the smoked salmon, as it was my first time having smoked salmon with the pasta but it strangely complimented the flavors well, the smokiness blended with the tomato & the creaminess seemed to blend right in with the flavors of the pasta.
Overall, it is a bit pricey for what you get, but given that this is finer dining, it was a satisfying experience. I wasn't wow'ed enough to come back again, but i would recommend coming by at least once to check out the space!"
Intermezzo Carmine,(206) 596-8940,Melody L.,"Definitely a cute, intimate place to share a drinks and eat a meal with friends. They don't have a wait list and it's first come, first served. You have to keep an eye out for a table.
Upon entering, I was in awe of its decor and atmosphere. My friends and I didn't order any drinks, but it seems like their drink selection is pretty vast and reasonably priced. We each ordered a pasta, which was on the smaller side in terms of portions. The pastas were cooked perfectly al dente and the noodle to sauce ratio was pretty good. We also ordered an appetizer to share (the risotto balls), which was only okay. The risotto tasted more like thick white rice.
Service was good as well. Great place to check out if you're not too hungry and looking to catch up with friends and/or have an intimate date night!"
Intermezzo Carmine,(206) 596-8940,Bo P.,"Keep in mind this isn't a general rating, but a subjective one based on my experience and dish alone :)
I've been to Intermezzo a handful of times for happy hour, but this was a different experience. Our waiter was incredible. Friendly, attentive, but gave us our time/space to catch up with the friends that we were with. We were waiting for the birthday girl to show up, and he was genuinely patient as he continued to bring out plates of bread to keep us preoccupied.
The fettucini carbonara was honestly perfection to me. The noodles were al dente, there was just the right amount of pancetta, and the poached egg's consistency was just as I wanted.
The waiter (I wish I got his name!) comped a tiramisu on behalf of the birthday girl, and while we told him it was OK, he insisted, and we obliged. And we were so happy that we did. They say it's a delicious 100-year old recipe and it tastes exactly like that. Best tiramisu I've had to date."
Intermezzo Carmine,(206) 596-8940,Erin J.,"As my friend said ""this place is so civilized."" I'll call it approachable fancy. It was certainly upscale but not intimidating at all. Gorgeous decor that's cozy yet airy at the same time... I could sit there all day.
We had a bottle of white and the kale Caesar with chicken and the fettuccine carbonara. It was all amazingly delicious and I'll likely find my way back next time I'm in town!"
Intermezzo Carmine,(206) 596-8940,Johnny L.,"Intermezzo Carmine
A lot of goat flavor in their arancini when it has parmesan, mozzarella cheeses, wild mushroom filled inside risotto bites.. indeed done perfectly.. but the goat taste overpowers the piece
Chicken Parmesan is very light in flavor.. needs more seasoning (nms)! Bread nicely toasted, great fresh basil n melted cheese.. came w/ a pear salad but I am not here 4 that
Welcoming environment, just needs less goat taste n nms!"
Intermezzo Carmine,(206) 596-8940,Karen Z.,"This place had a very charming ambiance, and the service was excellent. I came here on a Tuesday evening and ordered:
- 1/2 a portion of the green grilled salad (5/5): Super fresh, packed with lots of tasty veggies. Great starter!
- Steak tartare (3/5): This was tasty, but the steak was at times difficult to chew.
- Prawn risotto (5/5): Incredible. The prawns were amazing! They were grilled and wrapped in prosciutto -- very tender and perfectly seasoned. The risotto was very well done as well.
Overall, had a great dining experience but the quality of the steak tartare kept it from being five stars -- wish I'd ordered another dish instead!"
Intermezzo Carmine,(206) 596-8940,Savannah S.,"Love Intermezzo!! Such a solid, cute bar with awesome cocktails and great bartenders!
I've been twice and love it. The pasta is delicious (I mean Carmine's, their formal restaurant is AMAZING) so it's no surprise. The drinks are creative, fun, and use high quality spirits.
The space is beautiful, chic, and one of the many great spots in pioneer square. I love the bartenders- so fun and personable (got free tequila shots last time!)
Highly recommend for a casual meal with good drinks!"
Intermezzo Carmine,(206) 596-8940,Shoa J.,"Absolutely horrible experience. I had my birthday here this past weekend and after confirming 3 times over the phone on where we would like to be seated, we didn't get the table we had requested and they put us on a table for 6 when the reservation was for 8 (the server did acknowledge that the reservation clearly called out the specific table we had requested). The way we were now seated, I had one friend just sitting by himself cut off from the rest of us.
Our server was rude and just not mentally present. Our drinks took forever to come, I had to reorder my wine twice since the server was spaced out. They even picked up my pasta before I finished it- by far the worst service I have ever received. All of us agreed that we would never return to this place."
Intermezzo Carmine,(206) 596-8940,Nupur M.,"Came here for a weekday lunch. Loved the interiors. It wasn't too crowded and we got seating immediately. It did not have many veg options. We ordered the arancini, the fettuccine carbonara without any meat which was good. Loved the poached egg on the top. The arancini was okay did not like it much. Loved the tiramisu. The creme brûlée was good."
Intermezzo Carmine,(206) 596-8940,Rosa K.,"First of all the ambience and the décor of this place is amazing. It is perfect for a girls night or date night- with wine and cheese (you can't go wrong with the antipasti, salumi and the oysters).
One of my favorites is the fettucine carbonara. I've had the lamb chops and the bone marrow which were really good too. These are all really rich, so make sure to order a drink with it!
The dishes are all pretty small so whenever I come here, we order a couple of dishes so we can try a little of each."
Intermezzo Carmine,(206) 596-8940,Molly M.,This place was one of our favorites on our trip to Seattle! We just stopped in for a cocktail during a walk (but brunch looked good too). We were attracted to the openness of the restaurant. There was plenty of space to have a private meal and tons of natural light. The cocktails were very unique and super tastey. Not too sweet which I always worry about. The bartender was awesome and gave us plenty of recommendations for Seattle and Portland. I wish I got her name because my boyfriend and I sat and talked with her for over an hour and actually enjoyed it. Highly recommend!
Intermezzo Carmine,(206) 596-8940,Amanda C.,"Was quite disappointed with this place. FYI I came for food and not drinks, so can't comment on their cocktails. I thought the squid ink pasta was very average, the pasta was cooked longer than al dente, and the portions were small. Flavors were there though. The arancini that my friends and I shared was also just okay. The risotto inside was really bland, and I could not really taste the mushrooms."
Intermezzo Carmine,(206) 596-8940,Rian F.,"Great food, smaller selection than their parent restaurant. Had dessert and drinks. The creme brûlée was awesome! My wife liked the tiramisu as well. Only thing is that the place is a little loud."
Intermezzo Carmine,(206) 596-8940,Arash D.,"I have to say, I came in here at he worst possible time but this review is a reflection of how a situation was handled, not of the
food.
My fiancé and I walk in and are standing in the middle of the floor for a good 5 minutes, with a couple of waiters even walking past us, without being greeted or told where to be seated. We sat at the table with our waters for another 10 minutes and then we notice that the lights turn off. After sitting there again for another 5 minutes, an employee finally comes and tells us they blew their power for the second time that day and will likely be back up in 10 minutes.
Fine. Happens. Totally get it. ""While we sit and wait for the power could we get two glasses of wine please? ""
"" unfortunately I can't take any orders since I can't track them""
"" it is only two glasses of wine, I don't think we will lose track""
"" unfortunately we have to sit tight until the power is back""
... ok...
Write it down maybe? You only have like 6 red wines on the menu. Wouldn't be that hard to keep track.
After 20 minutes, he comes back and says a technician has to come out, is on the way, but it will be a long time. He welcomed us to go to their sister restaurant next door that is double the price. Lol
My first thought was they are worried they wouldn't be able to charge the cards. 1) I had cash 2)you can use your sister restaurants card system(it looked like they were already doing this) 3) Your power went out after we sat there waiting for 20 minutes. If I came in for a glass of wine, any decent waiter or host would offer it complementary as an apology for the situation.
Killed our buzz of being excited to try the place. Left bummed."
Brunello Ristorante,(206) 527-4778,,
